,timestamp,Open,High,Low,Close,Volume,quote_volume,close,high,low,open,volume,DateTime,ATR,SuperTrend,TrendDir,AdaptiveATR,shifted_dir,signal
156,1747813200000,11.748,11.77,11.744,11.762,4152.2,48828.1892,11.762,11.77,11.744,11.748,4152.2,2025-05-21 07:40:00,0.040000000000000036,11.848433783783783,1.0,0.030644594594594583,1.0,nan
155,1747813500000,11.762,11.792,11.749,11.792,415.1,4882.8319,11.792,11.792,11.749,11.762,415.1,2025-05-21 07:45:00,0.04150000000000009,11.848433783783783,1.0,0.030644594594594583,1.0,nan
154,1747813800000,11.792,11.81,11.792,11.799,438.8,5178.759,11.799,11.81,11.792,11.792,438.8,2025-05-21 07:50:00,0.040000000000000036,11.848433783783783,1.0,0.030644594594594583,1.0,nan
153,1747814100000,11.799,11.799,11.775,11.78,217.7,2565.2429,11.78,11.799,11.775,11.799,217.7,2025-05-21 07:55:00,0.04029999999999987,11.848433783783783,1.0,0.030644594594594583,1.0,nan
152,1747814400000,11.78,11.788,11.763,11.775,886.9,10446.765,11.775,11.788,11.763,11.78,886.9,2025-05-21 08:00:00,0.03829999999999991,11.848433783783783,1.0,0.030644594594594583,1.0,nan
151,1747814700000,11.775,11.778,11.745,11.755,1724.0,20277.5129,11.755,11.778,11.745,11.775,1724.0,2025-05-21 08:05:00,0.0375,11.848433783783783,1.0,0.030644594594594583,1.0,nan
150,1747815000000,11.755,11.795,11.755,11.795,2575.6,30344.138,11.795,11.795,11.755,11.755,2575.6,2025-05-21 08:10:00,0.034399999999999945,11.848433783783783,1.0,0.030644594594594583,1.0,nan
149,1747815300000,11.795,11.795,11.746,11.752,1017.9,11983.4093,11.752,11.795,11.746,11.795,1017.9,2025-05-21 08:15:00,0.034600000000000006,11.848433783783783,1.0,0.030644594594594583,1.0,nan
148,1747815600000,11.752,11.752,11.733,11.733,723.4,8497.3674,11.733,11.752,11.733,11.752,723.4,2025-05-21 08:20:00,0.03279999999999994,11.834433783783783,1.0,0.030644594594594583,1.0,nan
147,1747815900000,11.733,11.754,11.733,11.753,724.3,8507.2825,11.753,11.754,11.733,11.733,724.3,2025-05-21 08:25:00,0.029799999999999827,11.834433783783783,1.0,0.030644594594594583,1.0,nan
146,1747816200000,11.753,11.762,11.729,11.74,1000.5,11753.7518,11.74,11.762,11.729,11.753,1000.5,2025-05-21 08:30:00,0.03049999999999997,11.834433783783783,1.0,0.030644594594594583,1.0,nan
145,1747816500000,11.74,11.757,11.732,11.739,911.5,10706.1455,11.739,11.757,11.732,11.74,911.5,2025-05-21 08:35:00,0.02870000000000008,11.834433783783783,1.0,0.030644594594594583,1.0,nan
144,1747816800000,11.739,11.752,11.73,11.747,1351.2,15872.9897,11.747,11.752,11.73,11.739,1351.2,2025-05-21 08:40:00,0.029100000000000036,11.832933783783783,1.0,0.030644594594594583,1.0,nan
143,1747817100000,11.747,11.75,11.723,11.742,593.2,6963.5402,11.742,11.75,11.723,11.747,593.2,2025-05-21 08:45:00,0.029400000000000048,11.828433783783783,1.0,0.030644594594594583,1.0,nan
142,1747817400000,11.742,11.747,11.73,11.736,361.2,4241.2723,11.736,11.747,11.73,11.742,361.2,2025-05-21 08:50:00,0.02859999999999996,11.828433783783783,1.0,0.030644594594594583,1.0,nan
141,1747817700000,11.736,11.747,11.727,11.728,368.5,4324.8203,11.728,11.747,11.727,11.736,368.5,2025-05-21 08:55:00,0.02729999999999979,11.828433783783783,1.0,0.030644594594594583,1.0,nan
140,1747818000000,11.728,11.742,11.706,11.741,2091.5,24531.7795,11.741,11.742,11.706,11.728,2091.5,2025-05-21 09:00:00,0.026900000000000014,11.815933783783784,1.0,0.030644594594594583,1.0,nan
139,1747818300000,11.741,11.745,11.689,11.712,1054.5,12340.9655,11.712,11.745,11.689,11.741,1054.5,2025-05-21 09:05:00,0.02759999999999998,11.808933783783782,1.0,0.030644594594594583,1.0,nan
138,1747818600000,11.712,11.723,11.711,11.713,1718.8,20142.5359,11.713,11.723,11.711,11.712,1718.8,2025-05-21 09:10:00,0.026900000000000014,11.808933783783782,1.0,0.030644594594594583,1.0,nan
137,1747818900000,11.713,11.728,11.696,11.698,1939.0,22731.5111,11.698,11.728,11.696,11.713,1939.0,2025-05-21 09:15:00,0.028000000000000115,11.803933783783783,1.0,0.030644594594594583,1.0,nan
136,1747819200000,11.698,11.723,11.697,11.723,1203.1,14091.3966,11.723,11.723,11.697,11.698,1203.1,2025-05-21 09:20:00,0.027300000000000147,11.801933783783785,1.0,0.030644594594594583,1.0,nan
135,1747819500000,11.723,11.723,11.695,11.704,1323.3,15495.2531,11.704,11.723,11.695,11.723,1323.3,2025-05-21 09:25:00,0.02760000000000016,11.800933783783783,1.0,0.030644594594594583,1.0,nan
134,1747819800000,11.704,11.722,11.682,11.713,1911.8,22385.1376,11.713,11.722,11.682,11.704,1911.8,2025-05-21 09:30:00,0.029400000000000048,11.793933783783784,1.0,0.030644594594594583,1.0,nan
133,1747820100000,11.713,11.719,11.709,11.714,720.2,8437.4826,11.714,11.719,11.709,11.713,720.2,2025-05-21 09:35:00,0.027700000000000103,11.793933783783784,1.0,0.030644594594594583,1.0,nan
132,1747820400000,11.714,11.714,11.686,11.689,2295.4,26844.7963,11.689,11.714,11.686,11.714,2295.4,2025-05-21 09:40:00,0.028800000000000204,11.791933783783783,1.0,0.030644594594594583,1.0,nan
131,1747820700000,11.689,11.699,11.684,11.684,1144.7,13384.828,11.684,11.699,11.684,11.689,1144.7,2025-05-21 09:45:00,0.028300000000000304,11.783433783783783,1.0,0.030644594594594583,1.0,nan
130,1747821000000,11.684,11.697,11.673,11.697,1480.6,17305.2037,11.697,11.697,11.673,11.684,1480.6,2025-05-21 09:50:00,0.02710000000000008,11.776933783783782,1.0,0.030644594594594583,1.0,nan
129,1747821300000,11.697,11.7,11.688,11.693,586.8,6861.0082,11.693,11.7,11.688,11.697,586.8,2025-05-21 09:55:00,0.022700000000000033,11.776933783783782,1.0,0.030644594594594583,1.0,nan
128,1747821600000,11.693,11.694,11.678,11.681,1143.0,13359.5171,11.681,11.694,11.678,11.693,1143.0,2025-05-21 10:00:00,0.02309999999999999,11.776933783783782,1.0,0.030644594594594583,1.0,nan
127,1747821900000,11.681,11.694,11.674,11.694,544.6,6362.5321,11.694,11.694,11.674,11.681,544.6,2025-05-21 10:05:00,0.02190000000000012,11.775933783783785,1.0,0.030644594594594583,1.0,nan
126,1747822200000,11.694,11.728,11.694,11.728,1574.5,18441.0234,11.728,11.728,11.694,11.694,1574.5,2025-05-21 10:10:00,0.022699999999999852,11.775933783783785,1.0,0.030644594594594583,1.0,nan
125,1747822500000,11.728,11.728,11.709,11.715,331.5,3885.3526,11.715,11.728,11.709,11.728,331.5,2025-05-21 10:15:00,0.02179999999999982,11.775933783783785,1.0,0.030644594594594583,1.0,nan
124,1747822800000,11.715,11.716,11.686,11.686,442.5,5176.415,11.686,11.716,11.686,11.715,442.5,2025-05-21 10:20:00,0.02079999999999984,11.775933783783785,1.0,0.030644594594594583,1.0,nan
123,1747823100000,11.686,11.694,11.682,11.689,651.0,7609.0145,11.689,11.694,11.682,11.686,651.0,2025-05-21 10:25:00,0.020999999999999908,11.775933783783785,1.0,0.030644594594594583,1.0,nan
122,1747823400000,11.689,11.707,11.685,11.706,682.7,7978.8904,11.706,11.707,11.685,11.689,682.7,2025-05-21 10:30:00,0.020399999999999884,11.775933783783785,1.0,0.030644594594594583,1.0,nan
121,1747823700000,11.706,11.727,11.706,11.727,659.6,7726.1129,11.727,11.727,11.706,11.706,659.6,2025-05-21 10:35:00,0.020999999999999908,11.775933783783785,1.0,0.030644594594594583,1.0,nan
120,1747824000000,11.727,11.743,11.727,11.741,913.6,10717.9254,11.741,11.743,11.727,11.727,913.6,2025-05-21 10:40:00,0.020199999999999996,11.775933783783785,1.0,0.030644594594594583,1.0,nan
119,1747824300000,11.741,11.741,11.728,11.729,228.1,2676.9639,11.729,11.741,11.728,11.741,228.1,2025-05-21 10:45:00,0.020300000000000117,11.775933783783785,1.0,0.030644594594594583,1.0,nan
118,1747824600000,11.729,11.751,11.729,11.746,497.1,5834.6974,11.746,11.751,11.729,11.729,497.1,2025-05-21 10:50:00,0.02090000000000014,11.775933783783785,1.0,0.030644594594594583,1.0,nan
117,1747824900000,11.746,11.751,11.74,11.746,890.7,10462.1359,11.746,11.751,11.74,11.746,890.7,2025-05-21 10:55:00,0.019999999999999928,11.775933783783785,1.0,0.030644594594594583,1.0,nan
116,1747825200000,11.746,11.758,11.738,11.758,278.1,3267.1486,11.758,11.758,11.738,11.746,278.1,2025-05-21 11:00:00,0.018599999999999995,11.775933783783785,1.0,0.030644594594594583,-1.0,short
115,1747825500000,11.758,11.793,11.756,11.792,321.8,3787.1724,11.792,11.793,11.756,11.758,321.8,2025-05-21 11:05:00,0.020399999999999884,11.836566216216216,-1.0,0.030644594594594583,1.0,long
114,1747825800000,11.792,11.802,11.783,11.795,1206.1,14219.0298,11.795,11.802,11.783,11.792,1206.1,2025-05-21 11:10:00,0.019299999999999963,11.775933783783785,1.0,0.030644594594594583,-1.0,short
113,1747826100000,11.795,11.826,11.793,11.826,1234.6,14581.6073,11.826,11.826,11.793,11.795,1234.6,2025-05-21 11:15:00,0.02140000000000004,11.836566216216216,-1.0,0.030644594594594583,1.0,long
112,1747826400000,11.826,11.83,11.812,11.818,3735.1,44146.9547,11.818,11.83,11.812,11.826,3735.1,2025-05-21 11:20:00,0.021000000000000085,11.775933783783785,1.0,0.030644594594594583,-1.0,short
111,1747826700000,11.818,11.822,11.808,11.816,476.9,5636.1293,11.816,11.822,11.808,11.818,476.9,2025-05-21 11:25:00,0.02029999999999994,11.836566216216216,-1.0,0.030644594594594583,1.0,long
110,1747827000000,11.816,11.832,11.813,11.813,683.0,8075.2985,11.813,11.832,11.813,11.816,683.0,2025-05-21 11:30:00,0.02059999999999995,11.775933783783785,1.0,0.030644594594594583,-1.0,short
109,1747827300000,11.813,11.813,11.793,11.801,405.7,4787.4228,11.801,11.813,11.793,11.813,405.7,2025-05-21 11:35:00,0.021300000000000097,11.836566216216216,-1.0,0.030644594594594583,1.0,long
108,1747827600000,11.801,11.812,11.801,11.801,623.7,7363.8874,11.801,11.812,11.801,11.801,623.7,2025-05-21 11:40:00,0.020199999999999996,11.775933783783785,1.0,0.030644594594594583,-1.0,short
107,1747827900000,11.801,11.801,11.771,11.786,650.2,7659.4697,11.786,11.801,11.771,11.801,650.2,2025-05-21 11:45:00,0.02210000000000001,11.836566216216216,-1.0,0.030644594594594583,1.0,long
106,1747828200000,11.786,11.802,11.783,11.802,539.2,6358.7699,11.802,11.802,11.783,11.786,539.2,2025-05-21 11:50:00,0.022000000000000065,11.775933783783785,1.0,0.030644594594594583,-1.0,short
105,1747828500000,11.802,11.808,11.799,11.803,718.7,8484.1796,11.803,11.808,11.799,11.802,718.7,2025-05-21 11:55:00,0.019200000000000196,11.836566216216216,-1.0,0.030644594594594583,1.0,long
104,1747828800000,11.803,11.805,11.79,11.79,585.8,6913.9697,11.79,11.805,11.79,11.803,585.8,2025-05-21 12:00:00,0.01880000000000024,11.775933783783785,1.0,0.030644594594594583,1.0,nan
103,1747829100000,11.79,11.79,11.765,11.765,431.9,5086.7457,11.765,11.79,11.765,11.79,431.9,2025-05-21 12:05:00,0.01799999999999997,11.775933783783785,1.0,0.030644594594594583,-1.0,short
102,1747829400000,11.765,11.796,11.765,11.796,88.8,1045.4707,11.796,11.796,11.765,11.765,88.8,2025-05-21 12:10:00,0.019299999999999783,11.836566216216216,-1.0,0.030644594594594583,1.0,long
101,1747829700000,11.796,11.827,11.796,11.822,899.2,10620.7542,11.822,11.827,11.796,11.796,899.2,2025-05-21 12:15:00,0.020999999999999908,11.775933783783785,1.0,0.030644594594594583,-1.0,short
100,1747830000000,11.822,11.828,11.821,11.822,409.9,4846.8752,11.822,11.828,11.821,11.822,409.9,2025-05-21 12:20:00,0.019799999999999863,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
99,1747830300000,11.822,11.847,11.822,11.839,444.8,5267.4717,11.839,11.847,11.822,11.822,444.8,2025-05-21 12:25:00,0.020299999999999763,11.836566216216216,-1.0,0.030644594594594583,1.0,long
98,1747830600000,11.839,11.839,11.819,11.819,543.8,6430.3079,11.819,11.839,11.819,11.839,543.8,2025-05-21 12:30:00,0.021199999999999795,11.775933783783785,1.0,0.030644594594594583,-1.0,short
97,1747830900000,11.819,11.824,11.819,11.821,291.2,3442.4383,11.821,11.824,11.819,11.819,291.2,2025-05-21 12:35:00,0.018699999999999762,11.836566216216216,-1.0,0.030644594594594583,1.0,long
96,1747831200000,11.821,11.828,11.812,11.814,512.6,6061.182,11.814,11.828,11.812,11.821,512.6,2025-05-21 12:40:00,0.01839999999999975,11.775933783783785,1.0,0.030644594594594583,-1.0,short
95,1747831500000,11.814,11.815,11.795,11.799,83.0,979.2772,11.799,11.815,11.795,11.814,83.0,2025-05-21 12:45:00,0.019499999999999674,11.836566216216216,-1.0,0.030644594594594583,1.0,long
94,1747831800000,11.799,11.824,11.799,11.81,289.2,3415.4707,11.81,11.824,11.799,11.799,289.2,2025-05-21 12:50:00,0.02049999999999965,11.775933783783785,1.0,0.030644594594594583,-1.0,short
93,1747832100000,11.81,11.816,11.807,11.816,315.8,3730.6075,11.816,11.816,11.807,11.81,315.8,2025-05-21 12:55:00,0.018899999999999827,11.836566216216216,-1.0,0.030644594594594583,1.0,long
92,1747832400000,11.816,11.829,11.811,11.811,331.0,3913.3466,11.811,11.829,11.811,11.816,331.0,2025-05-21 13:00:00,0.017600000000000015,11.775933783783785,1.0,0.030644594594594583,-1.0,short
91,1747832700000,11.811,11.811,11.789,11.791,366.2,4318.4265,11.791,11.811,11.789,11.811,366.2,2025-05-21 13:05:00,0.016699999999999982,11.836566216216216,-1.0,0.030644594594594583,1.0,long
90,1747833000000,11.791,11.794,11.774,11.774,416.3,4906.0044,11.774,11.794,11.774,11.791,416.3,2025-05-21 13:10:00,0.018000000000000148,11.775933783783785,1.0,0.030644594594594583,-1.0,short
89,1747833300000,11.774,11.783,11.774,11.783,342.8,4037.7962,11.783,11.783,11.774,11.774,342.8,2025-05-21 13:15:00,0.016400000000000147,11.836566216216216,-1.0,0.030644594594594583,1.0,long
88,1747833600000,11.783,11.793,11.778,11.778,343.5,4050.1797,11.778,11.793,11.778,11.783,343.5,2025-05-21 13:20:00,0.01590000000000007,11.775933783783785,1.0,0.030644594594594583,-1.0,short
87,1747833900000,11.778,11.786,11.778,11.786,157.9,1860.2506,11.786,11.786,11.778,11.778,157.9,2025-05-21 13:25:00,0.016200000000000082,11.836566216216216,-1.0,0.030644594594594583,1.0,long
86,1747834200000,11.786,11.815,11.786,11.806,475.1,5608.171,11.806,11.815,11.786,11.786,475.1,2025-05-21 13:30:00,0.01750000000000007,11.775933783783785,1.0,0.030644594594594583,-1.0,short
85,1747834500000,11.806,11.822,11.797,11.815,491.2,5801.5767,11.815,11.822,11.797,11.806,491.2,2025-05-21 13:35:00,0.01799999999999997,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
84,1747834800000,11.815,11.855,11.811,11.853,1005.9,11905.7957,11.853,11.855,11.811,11.815,1005.9,2025-05-21 13:40:00,0.019899999999999984,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
83,1747835100000,11.853,11.853,11.836,11.844,363.8,4307.6317,11.844,11.853,11.836,11.853,363.8,2025-05-21 13:45:00,0.020699999999999896,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
82,1747835400000,11.844,11.896,11.844,11.873,3804.8,45191.7494,11.873,11.896,11.844,11.844,3804.8,2025-05-21 13:50:00,0.024099999999999965,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
81,1747835700000,11.873,11.894,11.855,11.855,1780.9,21159.8843,11.855,11.894,11.855,11.873,1780.9,2025-05-21 13:55:00,0.025799999999999913,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
80,1747836000000,11.855,11.879,11.852,11.877,1555.0,18452.9836,11.877,11.879,11.852,11.855,1555.0,2025-05-21 14:00:00,0.0264999999999997,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
79,1747836300000,11.877,11.897,11.87,11.878,1385.6,16469.0346,11.878,11.897,11.87,11.877,1385.6,2025-05-21 14:05:00,0.02829999999999977,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
78,1747836600000,11.878,11.888,11.865,11.888,2309.3,27431.127,11.888,11.888,11.865,11.878,2309.3,2025-05-21 14:10:00,0.02909999999999986,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
77,1747836900000,11.888,11.903,11.867,11.903,2303.0,27356.3246,11.903,11.903,11.867,11.888,2303.0,2025-05-21 14:15:00,0.03189999999999991,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
76,1747837200000,11.903,11.908,11.874,11.875,380.1,4515.3763,11.875,11.908,11.874,11.903,380.1,2025-05-21 14:20:00,0.032399999999999804,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
75,1747837500000,11.875,11.875,11.852,11.858,923.9,10959.4682,11.858,11.875,11.852,11.875,923.9,2025-05-21 14:25:00,0.032199999999999916,11.836566216216216,-1.0,0.030644594594594583,1.0,long
74,1747837800000,11.858,11.867,11.83,11.835,540.7,6406.7937,11.835,11.867,11.83,11.858,540.7,2025-05-21 14:30:00,0.03149999999999995,11.775933783783785,1.0,0.030644594594594583,-1.0,short
73,1747838100000,11.835,11.886,11.835,11.886,588.6,6979.9677,11.886,11.886,11.835,11.835,588.6,2025-05-21 14:35:00,0.03489999999999984,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
72,1747838400000,11.886,11.915,11.885,11.906,3660.4,43571.899,11.906,11.915,11.885,11.886,3660.4,2025-05-21 14:40:00,0.03269999999999964,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
71,1747838700000,11.906,11.906,11.882,11.906,1193.4,14192.8015,11.906,11.906,11.882,11.906,1193.4,2025-05-21 14:45:00,0.031199999999999763,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
70,1747839000000,11.906,11.936,11.906,11.925,1394.3,16626.2576,11.925,11.936,11.906,11.906,1394.3,2025-05-21 14:50:00,0.03149999999999977,11.836566216216216,-1.0,0.030644594594594583,-1.0,nan
69,1747839300000,11.925,11.965,11.925,11.96,3004.8,35908.6564,11.96,11.965,11.925,11.925,3004.8,2025-05-21 14:55:00,0.032799999999999586,11.853066216216217,-1.0,0.030644594594594583,-1.0,nan
68,1747839600000,11.96,11.979,11.912,11.959,3108.2,37120.8843,11.959,11.979,11.912,11.96,3108.2,2025-05-21 15:00:00,0.037199999999999456,11.853566216216215,-1.0,0.030644594594594583,-1.0,nan
