,timestamp,Open,High,Low,Close,Volume,quote_volume,close,high,low,open,volume,isEmaUptrend,isEmaDowntrend,isSmaUptrend,isSmaDowntrend,prediction,signal,barsHeld,isEarlySignalFlip,isLastSignalBuy,isLastSignalSell,isNewBuySignal,isNewSellSignal,startLongTrade,startShortTrade,endLongTrade,endShortTrade
0,1747057800000,104009.2,104452.5,104005.8,104401.9,3978834.0,38.15992893,104401.9,104452.5,104005.8,104009.2,3978834.0,True,True,True,True,0,0,1,False,False,False,False,False,,,,
1,1747057500000,103767.3,104009.2,103767.3,104009.2,3100732.0,29.84903362,104009.2,104009.2,103767.3,103767.3,3100732.0,True,True,True,True,0,0,2,False,False,False,False,False,,,,
2,1747057200000,103918.2,104056.1,103637.3,103767.3,3715273.0,35.80161813,103767.3,104056.1,103637.3,103918.2,3715273.0,True,True,True,True,0,0,3,False,False,False,False,False,,,,
3,1747056900000,104185.8,104224.1,103858.2,103918.2,4190595.0,40.27445016,103918.2,104224.1,103858.2,104185.8,4190595.0,True,True,True,True,0,0,4,False,False,False,False,False,,,,
4,1747056600000,104132.4,104410.0,103905.6,104185.8,7250362.0,69.60288254,104185.8,104410.0,103905.6,104132.4,7250362.0,True,True,True,True,0,0,5,False,False,False,False,False,,,,
5,1747056300000,104245.6,104343.4,104130.0,104132.4,2830847.0,27.15486324,104132.4,104343.4,104130.0,104245.6,2830847.0,True,True,True,True,0,0,6,False,False,False,False,False,,,,
6,1747056000000,104258.2,104306.1,104211.9,104245.6,1444357.0,13.8530142,104245.6,104306.1,104211.9,104258.2,1444357.0,True,True,True,True,0,0,7,False,False,False,False,False,,,,
7,1747055700000,104173.5,104266.0,104173.5,104258.2,3253837.0,31.21361321,104258.2,104266.0,104173.5,104173.5,3253837.0,True,True,True,True,0,0,8,False,False,False,False,False,,,,
8,1747055400000,103852.2,104203.9,103848.1,104173.5,4340612.0,41.6955321,104173.5,104203.9,103848.1,103852.2,4340612.0,True,True,True,True,0,0,9,False,False,False,False,False,,,,
9,1747055100000,103917.7,103955.4,103847.3,103852.2,825918.0,7.94828896,103852.2,103955.4,103847.3,103917.7,825918.0,True,True,True,True,0,0,10,False,False,False,False,False,,,,
10,1747054800000,103841.9,103947.4,103841.9,103917.7,2268328.0,21.83150122,103917.7,103947.4,103841.9,103841.9,2268328.0,True,True,True,True,0,0,11,False,False,False,False,False,,,,
11,1747054500000,104016.5,104035.7,103833.0,103841.9,993014.0,9.55428951,103841.9,104035.7,103833.0,104016.5,993014.0,True,True,True,True,0,0,12,False,False,False,False,False,,,,
12,1747054200000,104015.8,104029.5,103973.8,104016.5,880730.0,8.46830752,104016.5,104029.5,103973.8,104015.8,880730.0,True,True,True,True,0,0,13,False,False,False,False,False,,,,
13,1747053900000,104073.6,104073.6,103930.6,104015.8,4310223.0,41.45403305,104015.8,104073.6,103930.6,104073.6,4310223.0,True,True,True,True,0,0,14,False,False,False,False,False,,,,
14,1747053600000,104014.1,104106.0,103948.8,104073.6,4696231.0,45.14400761,104073.6,104106.0,103948.8,104014.1,4696231.0,True,True,True,True,0,0,15,False,False,False,False,False,,,,
15,1747053300000,103994.2,104062.4,103964.5,104014.1,2595603.0,24.9539889,104014.1,104062.4,103964.5,103994.2,2595603.0,True,True,True,True,0,0,16,False,False,False,False,False,,,,
16,1747053000000,103960.0,104014.2,103851.0,103994.2,8110546.0,78.03162168,103994.2,104014.2,103851.0,103960.0,8110546.0,True,True,True,True,0,0,17,False,False,False,False,False,,,,
17,1747052700000,103950.1,104002.0,103907.8,103960.0,10190452.0,98.02539186,103960.0,104002.0,103907.8,103950.1,10190452.0,True,True,True,True,0,0,18,False,False,False,False,False,,,,
18,1747052400000,103822.0,103994.7,103766.1,103950.1,6602455.0,63.52166378,103950.1,103994.7,103766.1,103822.0,6602455.0,True,True,True,True,0,0,19,False,False,False,False,False,,,,
19,1747052100000,103924.6,103924.6,103786.0,103822.0,6679532.0,64.33441925,103822.0,103924.6,103786.0,103924.6,6679532.0,True,True,True,True,0,0,20,False,False,False,False,False,,,,
20,1747051800000,103898.9,103926.6,103818.6,103924.6,4511093.0,43.41849744,103924.6,103926.6,103818.6,103898.9,4511093.0,True,True,True,True,0,0,21,False,False,False,False,False,,,,
21,1747051500000,103853.7,103900.0,103745.0,103898.9,6500940.0,62.61043266,103898.9,103900.0,103745.0,103853.7,6500940.0,True,True,True,True,0,0,22,False,False,False,False,False,,,,
22,1747051200000,103733.7,103881.6,103695.7,103853.7,12569620.0,121.06885589,103853.7,103881.6,103695.7,103733.7,12569620.0,True,True,True,True,0,0,23,False,False,False,False,False,,,,
23,1747050900000,103852.0,103862.0,103600.0,103733.7,20791747.0,200.47856088,103733.7,103862.0,103600.0,103852.0,20791747.0,True,True,True,True,0,0,24,False,False,False,False,False,,,,
24,1747050600000,104009.6,104055.9,103580.2,103852.0,34316962.0,330.67896234,103852.0,104055.9,103580.2,104009.6,34316962.0,True,True,True,True,0,0,25,False,False,False,False,False,,,,
25,1747050300000,104151.1,104243.6,103972.6,104009.6,8115993.0,77.96154949,104009.6,104243.6,103972.6,104151.1,8115993.0,True,True,True,True,0,0,26,False,False,False,False,False,,,,
26,1747050000000,104371.9,104378.0,104141.1,104151.1,2248910.0,21.57949241,104151.1,104378.0,104141.1,104371.9,2248910.0,True,True,True,True,0,0,27,False,False,False,False,False,,,,
27,1747049700000,104345.7,104372.0,104288.4,104371.9,1128594.0,10.81641487,104371.9,104372.0,104288.4,104345.7,1128594.0,True,True,True,True,0,0,28,False,False,False,False,False,,,,
28,1747049400000,104375.9,104375.9,104262.0,104345.7,1739834.0,16.68148166,104345.7,104375.9,104262.0,104375.9,1739834.0,True,True,True,True,0,0,29,False,False,False,False,False,,,,
29,1747049100000,104389.4,104464.0,104374.9,104375.9,1727211.0,16.53889298,104375.9,104464.0,104374.9,104389.4,1727211.0,True,True,True,True,0,0,30,False,False,False,False,False,,,,
30,1747048800000,104424.2,104424.2,104318.2,104389.4,820338.0,7.86035289,104389.4,104424.2,104318.2,104424.2,820338.0,True,True,True,True,0,0,31,False,False,False,False,False,,,,
31,1747048500000,104480.2,104499.1,104400.2,104424.2,1796738.0,17.20235512,104424.2,104499.1,104400.2,104480.2,1796738.0,True,True,True,True,-1,0,32,False,False,False,False,False,,,,
32,1747048200000,104576.1,104588.6,104400.6,104480.2,753601.0,7.21220072,104480.2,104588.6,104400.6,104576.1,753601.0,True,True,True,True,-2,0,33,False,False,False,False,False,,,,
33,1747047900000,104522.4,104624.4,104500.2,104576.1,863337.0,8.25545454,104576.1,104624.4,104500.2,104522.4,863337.0,True,True,True,True,-3,0,34,False,False,False,False,False,,,,
34,1747047600000,104520.4,104565.6,104444.0,104522.4,842768.0,8.06426549,104522.4,104565.6,104444.0,104520.4,842768.0,True,True,True,True,-4,0,35,False,False,False,False,False,,,,
35,1747047300000,104445.9,104525.4,104445.9,104520.4,1918734.0,18.36268301,104520.4,104525.4,104445.9,104445.9,1918734.0,True,True,True,True,-5,0,36,False,False,False,False,False,,,,
36,1747047000000,104372.2,104445.9,104364.3,104445.9,1829745.0,17.52670293,104445.9,104445.9,104364.3,104372.2,1829745.0,True,True,True,True,-7,0,37,False,False,False,False,False,,,,
37,1747046700000,104398.1,104399.9,104340.5,104372.2,2645738.0,25.34873844,104372.2,104399.9,104340.5,104398.1,2645738.0,True,True,True,True,-8,0,38,False,False,False,False,False,,,,
38,1747046400000,104542.0,104552.1,104398.0,104398.1,351497.0,3.36453046,104398.1,104552.1,104398.0,104542.0,351497.0,True,True,True,True,-8,0,39,False,False,False,False,False,,,,
39,1747046100000,104439.9,104542.0,104424.0,104542.0,1649381.0,15.78641401,104542.0,104542.0,104424.0,104439.9,1649381.0,True,True,True,True,-8,0,40,False,False,False,False,False,,,,
40,1747045800000,104321.6,104440.8,104279.0,104439.9,1227487.0,11.76358274,104439.9,104440.8,104279.0,104321.6,1227487.0,True,True,True,True,-8,0,41,False,False,False,False,False,,,,
41,1747045500000,104228.5,104321.6,104228.4,104321.6,2085008.0,19.99360177,104321.6,104321.6,104228.4,104228.5,2085008.0,True,True,True,True,-8,0,42,False,False,False,False,False,,,,
42,1747045200000,104247.8,104289.9,104167.8,104228.5,2641355.0,25.34205476,104228.5,104289.9,104167.8,104247.8,2641355.0,True,True,True,True,-8,0,43,False,False,False,False,False,,,,
43,1747044900000,104300.1,104342.9,104247.8,104247.8,878504.0,8.42196765,104247.8,104342.9,104247.8,104300.1,878504.0,True,True,True,True,-8,0,44,False,False,False,False,False,,,,
44,1747044600000,104247.9,104342.0,104245.3,104300.1,1123450.0,10.77223226,104300.1,104342.0,104245.3,104247.9,1123450.0,True,True,True,True,-8,0,45,False,False,False,False,False,,,,
45,1747044300000,104333.9,104556.5,104235.5,104247.9,3334671.0,31.92724396,104247.9,104556.5,104235.5,104333.9,3334671.0,True,True,True,True,-8,0,46,False,False,False,False,False,,,,
46,1747044000000,104470.0,104508.8,104286.6,104333.9,2201463.0,21.09404379,104333.9,104508.8,104286.6,104470.0,2201463.0,True,True,True,True,-8,0,47,False,False,False,False,False,,,,
